Date,Price,Open,High,Low,Vol.,Change %
"Apr 03, 2012","5,358.5","5,353.2","5,378.75","5,344.45",152.50M,0.76
"Apr 02, 2012","5,317.9","5,296.35","5,331.55","5,278.8",134.54M,0.42
"Mar 30, 2012","5,295.55","5,206.6","5,307.1","5,203.65",164.79M,2.25
"Mar 29, 2012","5,178.85","5,145.95","5,194.3","5,135.95",242.56M,-0.31
"Mar 28, 2012","5,194.75","5,231.7","5,236.55","5,169.6",145.80M,-0.92
"Mar 27, 2012","5,243.15","5,242.95","5,277.95","5,184.65",208.78M,1.14
"Mar 26, 2012","5,184.25","5,274.35","5,274.95","5,174.9",169.79M,-1.78
"Mar 23, 2012","5,278.2","5,255.65","5,312","5,220",172.74M,0.95
"Mar 22, 2012","5,228.45","5,361.1","5,385.95","5,205.65",205.58M,-2.54
"Mar 21, 2012","5,364.95","5,267.2","5,372.35","5,256",199.79M,1.71
"Mar 20, 2012","5,274.85","5,257.15","5,297.35","5,233.25",181.34M,0.34
"Mar 19, 2012","5,257.05","5,337.35","5,340.7","5,238.55",179.88M,-1.14
"Mar 16, 2012","5,317.9","5,380.35","5,445.65","5,305",267.52M,-1.16
"Mar 15, 2012","5,380.5","5,462.5","5,462.5","5,362.3",160.26M,-1.53
"Mar 14, 2012","5,463.9","5,490.55","5,499.4","5,437.8",181.71M,0.63
"Mar 13, 2012","5,429.5","5,391.05","5,438.65","5,390.8",179.96M,1.31
"Mar 12, 2012","5,359.55","5,420.1","5,421.9","5,327.3",176.67M,0.49
"Mar 09, 2012","5,333.55","5,294.1","5,342.3","5,291.6",203.01M,2.17
"Mar 07, 2012","5,220.45","5,207.05","5,243.85","5,171.45",230.73M,-0.04
"Mar 06, 2012","5,222.4","5,266","5,382.05","5,206.4",290.40M,-1.1
"Mar 05, 2012","5,280.35","5,342.55","5,344.5","5,265.7",196.42M,-1.47
"Mar 03, 2012","5,359.4","5,360.05","5,369.6","5,353.4",16.77M,0
"Mar 02, 2012","5,359.35","5,369.45","5,392.55","5,315.05",185.02M,0.37
"Mar 01, 2012","5,339.75","5,366","5,372.45","5,297.5",196.87M,-0.84
"Feb 29, 2012","5,385.2","5,424.95","5,458.8","5,352.25",226.02M,0.18
"Feb 28, 2012","5,375.5","5,310.5","5,391.1","5,306.45",208.13M,1.79
"Feb 27, 2012","5,281.2","5,448.1","5,449.8","5,268.15",235.32M,-2.73
"Feb 24, 2012","5,429.3","5,479.15","5,521.4","5,405.9",364.66M,-0.98
"Feb 23, 2012","5,483.3","5,490.05","5,537.4","5,460.8",307.25M,-0.4
"Feb 22, 2012","5,505.35","5,609.75","5,629.95","5,491.35",263.01M,-1.82
"Feb 21, 2012","5,607.15","5,561.9","5,621.5","5,561.75",231.13M,0.77
"Feb 17, 2012","5,564.3","5,574.2","5,606.7","5,545.2",329.31M,0.77
"Feb 16, 2012","5,521.95","5,513.75","5,531.4","5,483.75",270.06M,-0.18
"Feb 15, 2012","5,531.95","5,460.6","5,542.1","5,460.6",314.37M,2.14
"Feb 14, 2012","5,416.05","5,380.8","5,428.05","5,377.95",201.41M,0.48
"Feb 13, 2012","5,390.2","5,382.1","5,421.05","5,351.4",181.56M,0.16
"Feb 10, 2012","5,381.6","5,399.8","5,427.75","5,341.05",225.35M,-0.57
"Feb 09, 2012","5,412.35","5,343.05","5,423.4","5,338.9",255.31M,0.82
"Feb 08, 2012","5,368.15","5,343.8","5,396.9","5,325.2",236.14M,0.62
"Feb 07, 2012","5,335.15","5,412.95","5,413.35","5,322.95",181.20M,-0.49
"Feb 06, 2012","5,361.65","5,379.45","5,390.05","5,327.25",215.08M,0.67
"Feb 03, 2012","5,325.85","5,276.1","5,334.85","5,255.55",217.36M,1.06
"Feb 02, 2012","5,269.9","5,272.1","5,289.95","5,225.75",337.96M,0.65
"Feb 01, 2012","5,235.7","5,198.15","5,244.6","5,159",234.90M,0.7
"Jan 31, 2012","5,199.25","5,125.25","5,215.4","5,120.15",215.77M,2.2
"Jan 30, 2012","5,087.3","5,163.55","5,166.15","5,076.7",181.14M,-2.26
"Jan 27, 2012","5,204.7","5,216.75","5,217","5,162.4",215.92M,0.9
"Jan 25, 2012","5,158.3","5,151.5","5,174.15","5,130.25",219.18M,0.6
"Jan 24, 2012","5,127.35","5,064.8","5,141.05","5,049.8",202.01M,1.61
"Jan 23, 2012","5,046.25","5,025.35","5,059.55","5,021.35",158.18M,-0.05
"Jan 20, 2012","5,048.6","5,044.85","5,064.15","5,004.3",221.05M,0.6
"Jan 19, 2012","5,018.4","4,995","5,023.8","4,991.4",203.49M,1.26
"Jan 18, 2012","4,955.8","4,977.75","4,980.65","4,931.05",211.20M,-0.23
"Jan 17, 2012","4,967.3","4,904.5","4,975.55","4,904",223.00M,1.92
"Jan 16, 2012","4,873.9","4,844","4,880.8","4,827.05",160.48M,0.16
"Jan 13, 2012","4,866","4,861.95","4,898.85","4,834.2",230.94M,0.72
"Jan 12, 2012","4,831.25","4,840.95","4,869.2","4,803.9",183.07M,-0.61
"Jan 11, 2012","4,860.95","4,863.15","4,877.2","4,841.6",209.08M,0.24
"Jan 10, 2012","4,849.55","4,771.85","4,855.9","4,768.25",201.66M,2.25
"Jan 09, 2012","4,742.8","4,747.55","4,758.7","4,695.45",147.54M,-0.09
"Jan 07, 2012","4,746.9","4,755.6","4,759.4","4,743.05",0,-0.15
"Jan 06, 2012","4,754.1","4,724.15","4,794.9","4,686.85",176.06M,0.09
"Jan 05, 2012","4,749.95","4,749","4,779.8","4,730.15",177.86M,0.01
"Jan 04, 2012","4,749.65","4,774.95","4,782.85","4,728.85",165.94M,-0.33
"Jan 03, 2012","4,765.3","4,675.8","4,773.1","4,675.8",146.62M,2.77
"Jan 02, 2012","4,636.75","4,640.2","4,645.95","4,588.05",108.46M,0.27
"Dec 30, 2011","4,624.3","4,659.95","4,690.45","4,608.9",113.90M,-0.47
"Dec 29, 2011","4,646.25","4,681.15","4,701.8","4,639.05",146.00M,-1.27
"Dec 28, 2011","4,705.8","4,756.2","4,756.2","4,685.65",117.46M,-0.94
"Dec 27, 2011","4,750.5","4,780.2","4,800.5","4,723.65",104.83M,-0.6
"Dec 26, 2011","4,779","4,718.15","4,787.25","4,718.15",90.85M,1.38
"Dec 23, 2011","4,714","4,763.2","4,763.45","4,693.2",141.98M,-0.42
"Dec 22, 2011","4,733.85","4,636.9","4,740.6","4,632.95",170.79M,0.87
"Dec 21, 2011","4,693.15","4,636.45","4,707.35","4,601.95",211.31M,3.28
"Dec 20, 2011","4,544.2","4,635.8","4,637.25","4,531.15",195.30M,-1.49
"Dec 19, 2011","4,613.1","4,623.15","4,623.15","4,555.9",176.45M,-0.83
"Dec 16, 2011","4,651.6","4,752.5","4,818.85","4,628.2",202.06M,-2
"Dec 15, 2011","4,746.35","4,712.8","4,768.65","4,673.85",200.32M,-0.35
"Dec 14, 2011","4,763.25","4,788.7","4,839.55","4,750.4",176.25M,-0.78
"Dec 13, 2011","4,800.6","4,733.6","4,824.7","4,728.5",181.04M,0.76
"Dec 12, 2011","4,764.6","4,906.85","4,910.25","4,755.55",178.34M,-2.1
"Dec 09, 2011","4,866.7","4,870.75","4,918.35","4,841.75",173.61M,-1.56
"Dec 08, 2011","4,943.65","5,037.4","5,049.05","4,921.45",178.85M,-2.35
"Dec 07, 2011","5,062.6","5,050.1","5,099.25","5,032.25",169.43M,0.47
"Dec 05, 2011","5,039.15","5,036.5","5,055.4","5,002.55",137.25M,-0.22
"Dec 02, 2011","5,050.15","4,940.85","5,062.55","4,918.4",180.19M,2.29
"Dec 01, 2011","4,936.85","4,970.85","5,011.9","4,916.7",183.92M,2.17
"Nov 30, 2011","4,832.05","4,766.15","4,851.55","4,754.8",282.22M,0.56
"Nov 29, 2011","4,805.1","4,864.2","4,866.1","4,787.1",155.57M,-0.95
"Nov 28, 2011","4,851.3","4,769.3","4,859.1","4,766.4",145.26M,3
"Nov 25, 2011","4,710.05","4,731.3","4,767.3","4,693.1",162.84M,-0.98
"Nov 24, 2011","4,756.45","4,707.55","4,771.1","4,639.1",213.36M,1.06
"Nov 23, 2011","4,706.45","4,779.5","4,779.5","4,640.95",178.82M,-2.2
"Nov 22, 2011","4,812.35","4,794.85","4,854","4,782.55",174.21M,0.71
"Nov 21, 2011","4,778.35","4,873.8","4,873.8","4,764.8",154.12M,-2.6
